[2025-03-23 10:06:44,729] 21 root - INFO - Initiating the Data Ingestion
[2025-03-23 10:06:45,828] 60 root - INFO - Performed train test split on dataframe
[2025-03-23 10:06:45,828] 66 root - INFO - Exporting train and test file path
[2025-03-23 10:06:45,861] 75 root - INFO - Exported Train and test file path
[2025-03-23 10:06:45,861] 23 root - INFO - Data Ingestion is completed
[2025-03-23 10:06:45,865] 27 root - INFO - initiate data Vlaidation
[2025-03-23 10:06:45,876] 32 root - INFO - Required Number of Columns:2
[2025-03-23 10:06:45,876] 33 root - INFO - Data Frame has columns:31
[2025-03-23 10:06:45,876] 32 root - INFO - Required Number of Columns:2
[2025-03-23 10:06:45,876] 33 root - INFO - Data Frame has columns:31
[2025-03-23 10:06:45,966] 29 root - INFO - Data validation Completed
[2025-03-23 10:06:45,966] 32 root - INFO - Data Transformation Started
[2025-03-23 10:06:45,966] 65 root - INFO - Entered initiate_data_method of Data Transformation Class
[2025-03-23 10:06:45,966] 67 root - INFO - Start data Transformation
[2025-03-23 10:06:45,976] 49 root - INFO - Enter get_data_transformer_object method of Transformation class
[2025-03-23 10:06:45,976] 54 root - INFO - Intialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-03-23 10:06:45,982] 50 root - INFO - Entered the save_object method of Main Utils Class
[2025-03-23 10:06:45,983] 54 root - INFO - Exited the Save_object method of MainUtils Class
[2025-03-23 10:06:45,983] 50 root - INFO - Entered the save_object method of Main Utils Class
[2025-03-23 10:06:45,985] 54 root - INFO - Exited the Save_object method of MainUtils Class
[2025-03-23 10:06:45,985] 36 root - INFO - Data Transformation Completed
[2025-03-23 10:06:45,985] 39 root - INFO - Model training has started
